Mod:Item:MetaData, Localized Name
animania:cooked_angus_roast, Roast Beef (Angus)
animania:cooked_longhorn_steak, Cooked Steak (Longhorn)
animania:cooked_hereford_steak, Cooked Steak (Hereford)
animania:cooked_angus_steak, Cooked Steak (Angus)
animania:raw_prime_beef, Raw Prime Beef
animania:cooked_prime_beef, Roast Prime Beef
animania:raw_prime_steak, Raw Prime Steak
animania:cooked_prime_steak, Roast Prime Steak
animania:raw_large_black_pork, Raw Pork (Large Black)
animania:raw_duroc_pork, Raw Pork (Duroc)
animania:raw_old_spot_pork, Raw Pork (Old Spot)
animania:raw_hampshire_pork, Raw Pork (Hampshire)
animania:cooked_large_black_roast, Roast Pork (Large Black)
animania:cooked_duroc_roast, Roast Pork (Duroc)
animania:cooked_old_spot_roast, Roast Pork (Old Spot)
animania:cooked_hampshire_roast, Roast Pork (Hampshire)
animania:cooked_large_black_bacon, Bacon (Large Black)
animania:cooked_duroc_bacon, Bacon (Duroc)
animania:cooked_old_spot_bacon, Bacon (Old Spot)
animania:cooked_hampshire_bacon, Bacon (Hampshire)
animania:raw_prime_pork, Raw Prime Pork
animania:cooked_prime_pork, Roast Prime Pork
animania:raw_prime_bacon, Raw Prime Bacon
animania:cooked_prime_bacon, Roast Prime Bacon
animania:raw_orpington_chicken, Raw Chicken (Orpington)
animania:raw_plymouth_rock_chicken, Raw Chicken (Plymouth Rock)
animania:raw_wyandotte_chicken, Raw Chicken (Wyandotte)
animania:raw_rhode_island_red_chicken, Raw Chicken (Rhode Island Red)
animania:cooked_orpington_chicken, Roast Chicken (Orpington)
animania:cooked_plymouth_rock_chicken, Roast Chicken (Plymouth Rock)
animania:cooked_wyandotte_chicken, Roast Chicken (Wyandotte)
animania:cooked_rhode_island_red_chicken, Roast Chicken (Rhode Island Red)
animania:raw_prime_chicken, Raw Prime Chicken
animania:cooked_prime_chicken, Roast Prime Chicken
animania:brown_egg, Egg
animania:peacock_egg_blue, Peafowl Egg
animania:peacock_egg_white, Peafowl Egg
animania:raw_large_black_bacon, Raw Bacon (Large Black)
animania:raw_duroc_bacon, Raw Bacon (Duroc)
animania:raw_old_spot_bacon, Raw Bacon (Old Spot)
animania:raw_hampshire_bacon, Raw Bacon (Hampshire)
animania:raw_prime_mutton, Raw Prime Mutton
animania:cooked_prime_mutton, Roast Prime Mutton
animania:raw_prime_rabbit, Raw Prime Rabbit
animania:cooked_prime_rabbit, Roast Prime Rabbit
animania:raw_frog_legs, Raw Frog Legs
animania:cooked_frog_legs, Cooked Frog Legs
animania:raw_horse, Raw Horse
animania:cooked_horse, Cooked Horse
animania:raw_chevon, Raw Chevon
animania:cooked_chevon, Roast Chevon
animania:raw_prime_chevon, Raw Prime Chevon
animania:cooked_prime_chevon, Roast Prime Chevon
animania:raw_peacock, Raw Peacock
animania:cooked_peacock, Roast Peacock
animania:raw_prime_peacock, Raw Prime peacock
animania:cooked_prime_peacock, Roast Prime Peacock
animania:friesian_cheese_wedge, Cheese Wedge (Friesian)
animania:holstein_cheese_wedge, Cheese Wedge (Holstein)
animania:jersey_cheese_wedge, Cheese Wedge (Jersey)
animania:goat_cheese_wedge, Cheese Wedge (Goat)
animania:sheep_cheese_wedge, Cheese Wedge (Sheep)
animania:entity_egg_random, Random Animal
animania:entity_egg_calf_holstein, Holstein Calf
animania:entity_egg_cow_holstein, Holstein Cow
animania:entity_egg_bull_holstein, Holstein Bull
animania:entity_egg_calf_friesian, Friesian Calf
animania:entity_egg_cow_friesian, Friesian Cow
animania:entity_egg_bull_friesian, Friesian Bull
animania:entity_egg_calf_angus, Angus Calf
animania:entity_egg_cow_angus, Angus Cow
animania:entity_egg_bull_angus, Angus Bull
animania:entity_egg_calf_longhorn, Longhorn Calf
animania:entity_egg_cow_longhorn, Longhorn Cow
animania:entity_egg_bull_longhorn, Longhorn Bull
animania:entity_egg_calf_hereford, Hereford Calf
animania:entity_egg_cow_hereford, Hereford Cow
animania:entity_egg_bull_hereford, Hereford Bull
animania:entity_egg_calf_highland, Highland Calf
animania:entity_egg_cow_highland, Highland Cow
animania:entity_egg_bull_highland, Highland Bull
animania:entity_egg_calf_jersey, Jersey Calf
animania:entity_egg_cow_jersey, Jersey Cow
animania:entity_egg_bull_jersey, Jersey Bull
animania:entity_egg_calf_mooshroom, Mooshrooom Calf
animania:entity_egg_cow_mooshroom, Mooshrooom Cow
animania:entity_egg_bull_mooshroom, Mooshrooom Bull
animania:entity_egg_cow_random, Random Cow
animania:entity_egg_chick_plymouth, Plymouth Rock Chick
animania:entity_egg_hen_plymouth, Plymouth Rock Hen
animania:entity_egg_rooster_plymouth, Plymouth Rock Rooster
animania:entity_egg_chick_leghorn, Leghorn Chick
animania:entity_egg_hen_leghorn, Leghorn Hen
animania:entity_egg_rooster_leghorn, Leghorn Rooster
animania:entity_egg_chick_orpington, Orpington Chick
animania:entity_egg_hen_orpington, Orpington Hen
animania:entity_egg_rooster_orpington, Orpington Rooster
animania:entity_egg_chick_red, Rhode Island Red Chick
animania:entity_egg_hen_red, Rhode Island Red Hen
animania:entity_egg_rooster_red, Rhode Island Red Rooster
animania:entity_egg_chick_wyandotte, Wyandotte Chick
animania:entity_egg_hen_wyandotte, Wyandotte Hen
animania:entity_egg_rooster_wyandotte, Wyandotte Rooster
animania:entity_egg_chicken_random, Random Chicken
animania:entity_egg_peachick_blue, India Blue Peachick
animania:entity_egg_peafowl_blue, India Blue Peahen
animania:entity_egg_peacock_blue, India Blue Peacock 
animania:entity_egg_peachick_taupe, Taupe Peachick
animania:entity_egg_peafowl_taupe, Taupe Peahen
animania:entity_egg_peacock_taupe, Taupe Peacock 
animania:entity_egg_peachick_white, White Peachick
animania:entity_egg_peafowl_white, White Peahen
animania:entity_egg_peacock_white, White Peacock 
animania:entity_egg_peachick_charcoal, Charcoal Peachick
animania:entity_egg_peafowl_charcoal, Charcoal Peahen
animania:entity_egg_peacock_charcoal, Charcoal Peacock 
animania:entity_egg_peachick_opal, Opal Peachick
animania:entity_egg_peafowl_opal, Opal Peahen
animania:entity_egg_peacock_opal, Opal Peacock 
animania:entity_egg_peachick_peach, Peach Peachick
animania:entity_egg_peafowl_peach, Peach Peahen
animania:entity_egg_peacock_peach, Peach Peacock 
animania:entity_egg_peachick_purple, Purple Peachick
animania:entity_egg_peafowl_purple, Purple Peahen
animania:entity_egg_peacock_purple, Purple Peacock 
animania:entity_egg_peacock_random, Random Peacock
animania:entity_egg_piglet_yorkshire, American Yorkshire Piglet
animania:entity_egg_sow_yorkshire, American Yorkshire Sow
animania:entity_egg_hog_yorkshire, American Yorkshire Hog
animania:entity_egg_piglet_oldspot, Old Spot Piglet
animania:entity_egg_sow_oldspot, Old Spot Sow
animania:entity_egg_hog_oldspot, Old Spot Hog
animania:entity_egg_piglet_largeblack, Large Black Piglet
animania:entity_egg_sow_largeblack, Large Black Sow
animania:entity_egg_hog_largeblack, Large Black Hog
animania:entity_egg_piglet_largewhite, Large White Piglet
animania:entity_egg_sow_largewhite, Large White Sow
animania:entity_egg_hog_largewhite, Large White Hog
animania:entity_egg_piglet_duroc, Duroc Piglet
animania:entity_egg_sow_duroc, Duroc Sow
animania:entity_egg_hog_duroc, Duroc Hog
animania:entity_egg_piglet_hampshire, Hampshire Piglet
animania:entity_egg_sow_hampshire, Hampshire Sow
animania:entity_egg_hog_hampshire, Hampshire Hog
animania:entity_egg_pig_random, Random Pig
animania:entity_egg_hamster, Hamster
animania:entity_egg_ferret_grey, Grey Ferret
animania:entity_egg_ferret_white, White Ferret
animania:entity_egg_hedgehog, Hedgehog
animania:entity_egg_hedgehog_albino, Albino Hedgehog
animania:entity_egg_frog, Frog
animania:entity_egg_toad, Toad
animania:entity_egg_dart_frog, Dart Frog
animania:entity_egg_draft_horse_stallion, Draft Horse Stallion
animania:entity_egg_draft_horse_mare, Draft Horse Mare
animania:entity_egg_draft_horse_foal, Draft Horse Foal
animania:entity_egg_kid_alpine, Alpine Kid
animania:entity_egg_buck_alpine, Alpine Buck 
animania:entity_egg_doe_alpine, Alpine Doe
animania:entity_egg_kid_angora, Angora Kid
animania:entity_egg_buck_angora, Angora Buck 
animania:entity_egg_doe_angora, Angora Doe
animania:entity_egg_kid_fainting, Fainting Kid
animania:entity_egg_buck_fainting, Fainting Buck 
animania:entity_egg_doe_fainting, Fainting Doe
animania:entity_egg_kid_kiko, Kiko Kid
animania:entity_egg_buck_kiko, Kiko Buck 
animania:entity_egg_doe_kiko, Kiko Doe
animania:entity_egg_kid_kinder, Kinder Kid
animania:entity_egg_buck_kinder, Kinder Buck 
animania:entity_egg_doe_kinder, Kinder Doe
animania:entity_egg_kid_nigeriandwarf, Nigerian Dwarf Kid
animania:entity_egg_buck_nigeriandwarf, Nigerian Dwarf Buck 
animania:entity_egg_doe_nigeriandwarf, Nigerian Dwarf Doe
animania:entity_egg_kid_pygmy, Pygmy Kid
animania:entity_egg_buck_pygmy, Pygmy Buck 
animania:entity_egg_doe_pygmy, Pygmy Doe
animania:entity_egg_goat_random, Random Goat
animania:entity_egg_ram_friesian, Friesian Ram
animania:entity_egg_ewe_friesian, Friesian Ewe
animania:entity_egg_lamb_friesian, Friesian Lamb
animania:entity_egg_ram_suffolk, Suffolk Ram
animania:entity_egg_ewe_suffolk, Suffolk Ewe
animania:entity_egg_lamb_suffolk, Suffolk Lamb
animania:entity_egg_ram_dorper, Dorper Ram
animania:entity_egg_ewe_dorper, Dorper Ewe
animania:entity_egg_lamb_dorper, Dorper Lamb
animania:entity_egg_ram_dorset, Dorset Ram
animania:entity_egg_ewe_dorset, Dorset Ewe
animania:entity_egg_lamb_dorset, Dorset Lamb
animania:entity_egg_ram_jacob, Jacob Ram
animania:entity_egg_ewe_jacob, Jacob Ewe
animania:entity_egg_lamb_jacob, Jacob Lamb
animania:entity_egg_ram_merino, Merino Ram
animania:entity_egg_ewe_merino, Merino Ewe
animania:entity_egg_lamb_merino, Merino Lamb
animania:entity_egg_sheep_random, Random Sheep
animania:entity_egg_buck_cottontail, Cottontail Buck
animania:entity_egg_doe_cottontail, Cottontail Doe
animania:entity_egg_kit_cottontail, Cottontail Kit
animania:entity_egg_buck_chinchilla, Chinchilla Buck
animania:entity_egg_doe_chinchilla, Chinchilla Doe
animania:entity_egg_kit_chinchilla, Chinchilla Kit
animania:entity_egg_buck_dutch, Dutch Buck
animania:entity_egg_doe_dutch, Dutch Doe
animania:entity_egg_kit_dutch, Dutch Kit
animania:entity_egg_buck_havana, Havana Buck
animania:entity_egg_doe_havana, Havana Doe
animania:entity_egg_kit_havana, Havana Kit
animania:entity_egg_buck_jack, Jack Buck
animania:entity_egg_doe_jack, Jack Doe
animania:entity_egg_kit_jack, Jack Kit
animania:entity_egg_buck_lop, Lop Buck
animania:entity_egg_doe_lop, Lop Doe
animania:entity_egg_kit_lop, Lop Kit
animania:entity_egg_buck_newzealand, New Zealand Buck
animania:entity_egg_doe_newzealand, New Zealand Doe
animania:entity_egg_kit_newzealand, New Zealand Kit
animania:entity_egg_buck_rex, Rex Buck
animania:entity_egg_doe_rex, Rex Doe
animania:entity_egg_kit_rex, Rex Kit
animania:entity_egg_rabbit_random, Random Rabbit
animania:block_straw, Straw
animania:friesian_cheese_wheel, Cheese Wheel (Friesian)
animania:holstein_cheese_wheel, Cheese Wheel (Holstein)
animania:jersey_cheese_wheel, Cheese Wheel (Jersey)
animania:goat_cheese_wheel, Cheese Wheel (Goat)
animania:sheep_cheese_wheel, Cheese Wheel (Sheep)
animania:cheese_mold, Cheese Mold
animania:salt_lick:0, Salt Lick
animania:wool:0, Wool (Dorset, Brown)
animania:wool:1, Wool (Friesian, Black)
animania:wool:2, Wool (Friesian, Brown)
animania:wool:3, Wool (Jacob)
animania:wool:4, Wool (Merino, Brown)
animania:wool:5, Wool (Merino, White)
animania:wool:6, Wool (Suffolk, Brown)
animania:block_mud, Mud
animania:block_trough, Trough
animania:block_nest, Nest
animania:block_hamster_wheel, Hamster Wheel
mw:electronics, Electronic Circuit
mw:opticglass, Optic Glass
mw:cloth, Cloth
mw:tancloth, Tan Cloth
mw:greencloth, Green Cloth
mw:aluminumplate, Aluminum Plate
mw:steelplate, Steel Plate
mw:bigsteelplate, Big Steel Plate
mw:ministeelplate, Small Steel Plate
mw:metalcomponents, Metal Components
mw:transistor, Transistor
mw:resistor, Resistor
mw:inductor, Inductor
mw:diode, Diode
mw:capacitor, Capacitor
mw:copperwiring, Copper Wiring
mw:piston, Piston
mw:laserpointer, Laser Cell
mw:plastic, Plastic
mw:titaniumore, Titanium Ore
mw:titaniumingot, Titanium Ingot
mw:leadore, Lead Ore
mw:leadingot, Lead Ingot
mw:copperore, Copper Ore
mw:copperingot, Copper Ingot
mw:tinore, Tin Ore
mw:tiningot, Tin Ingot
mw:sulfurore, Sulfur Ore
mw:sulfurdust, Sulfur Dust
mw:bauxiteore, Bauxite Ore
mw:aluminumingot, Aluminum Ingot
mw:siliconore, Silicon Ore
mw:silicon, Silicon Ingot
mw:tantalumore, Tantalum Ore
mw:tantalumingot, Tantalum Ingot
mw:rubyore, Ruby Ore
mw:ruby, Ruby
mw:steeldust, Steel Dust
mw:steelingot, Steel Ingot
mw:marine_helmet, Marine Helmet
mw:marine_chest, Marine Chestplate
mw:marine_boots, Marine Boots
mw:mkvi_helmet, item.mkvi_helmet.name
mw:mkvi_chest, item.mkvi_chest.name
mw:mkvi_boots, item.mkvi_boots.name
mw:spetznaz_helmet, Spetsnaz Helmet
mw:spetznaz_chest, Spetsnaz Chestplate
mw:spetznaz_boots, Spetsnaz Boots
mw:swat_helmet, Swat Helmet
mw:swat_chest, Swat Chestplate
mw:swat_boots, Swat Boots
mw:tactical_helmet, Tactical Nightvision Goggles
mw:tactical_chest, Spec-ops Vest
mw:tactical_boots, Spec-ops Boots
mw:m40gasmask_helmet, M40 Gas Mask
mw:umbrella_helmet, Umbrella Corp. Helmet
mw:umbrella_chest, Umbrella Corp. Chestpiece
mw:umbrella_boots, Umbrella Corp. Boots
mw:kcpd_chest, KCPD vest
mw:kcpd_boots, KCPD boots
mw:reflex, 15 MOA Reflex
mw:m6gscope, item.mw_M6Gscope.name
mw:ma5dcover, MA5D Dust Cover
mw:maxim9cover, item.mw_Maxim9cover.name
mw:coltrearsight, item.mw_ColtRearSight.name
mw:okp7, OKP-7 Sight
mw:acog, Trigicon ACOG 
mw:malcolm3x, item.mw_Malcolm3x.name
mw:dmrscope, item.mw_DMRscope.name
mw:br55scope, item.mw_BR55scope.name
mw:specter, Elcan Specter SFOV4-A1 
mw:holographic, EOTech 512 A65 Holographic
mw:holographic2, EOTech EXPS3-0 (Tan)
mw:microt1, Micro-T1 Sight
mw:rmrsight, item.mw_RMRsight.name
mw:kobra, 8-18 Kobra Sight
mw:g36scope, UFC G36 Scope
mw:augscope, item.mw_AUGScope.name
mw:lpscope, Barska AR6 1-6x24 
mw:leupold, Leupold Scope
mw:pso1, PSO-1 Scope
mw:puscope, PU Scope
mw:priscopicscope, Priscopic Prism Scope
mw:hpscope, JPU HP 3-9x40 Scope
mw:srs99s5scope, item.mw_SRS99S5scope.name
mw:unertl, Unertl Scope
mw:silencer556x45, 5.56x45mm NATO Silencer
mw:silencer762x39, 7.62x39mm Silencer
mw:silencer9mm, 9mm Silencer
mw:silencer45acp, .45 ACP Silencer
mw:silencer762x54, 7.62x54mm Silencer
mw:silencer762x51, 7.62x51mm NATO Silencer
mw:silencer50bmg, .50 BMG Silencer
mw:silencer556x39, 5.45x39mm Silencer
mw:akmiron, Standard Iron-Sight
mw:silencermp7, 4.6x30mm Silencer
mw:silencer357, .357 Silencer
mw:silencer57x38, 5.7x28mm Silencer
mw:silencer12gauge, 12 Gauge Silencer
mw:silencer300aacblackout, .300 AAC Blackout Silencer
mw:silencer65x39, 6.5x39mm NATO Silencer
mw:laser, UTG Tactical Laser
mw:laser2, LD19206-IR Tactical Laser
mw:grip2, Grip
mw:angledgrip, Angled Grip
mw:stubbygrip, Stubby Grip
mw:vgrip, Foregrip
mw:bipod, Bipod
mw:ar15iron, AR Carry Handle
mw:fmgcarryhandle, FMG-9 Carry Handle
mw:m16a1carryhandle, item.mw_M16A1CarryHandle.name
mw:extra, item.mw_Extra.name
mw:m3a1sight, item.mw_M3A1sight.name
mw:glgrenade, item.mw_GLgrenade.name
mw:gl06cartridge, item.mw_GL06Cartridge.name
mw:crossbowstring1, item.mw_CrossbowString1.name
mw:crossbowstring2, item.mw_CrossbowString2.name
mw:crossbowbolt, item.mw_CrossbowBolt.name
mw:leeenfieldsmlesight, item.mw_LeeEnfieldSMLESight.name
mw:ppshrearsight, item.mw_PPSHRearSight.name
mw:springfieldrearsight, item.mw_SpringfieldRearSight.name
mw:g98rearsight, item.mw_G98RearSight.name
mw:m1a1rearsight, item.mw_M1A1rearsight.name
mw:m1garandrearsight, item.mw_M1GarandRearSight.name
mw:m1928rearsight, item.mw_M1928rearsight.name
mw:m1garandaction, item.mw_M1Garandaction.name
mw:ma37action, item.mw_MA37Action.name
mw:ma5daction, item.mw_MA5Daction.name
mw:br55action, item.mw_BR55action.name
mw:m395baction, item.mw_M395Baction.name
mw:srs99s5action, item.mw_SRS99S5action.name
mw:tec9action, item.mw_Tec9Action.name
mw:m249action, item.mw_M249Action.name
mw:m249cover, item.mw_M249Cover.name
mw:leeenfieldsmleaction, item.mw_LeeEnfieldSMLEaction.name
mw:leeenfieldclip, item.mw_LeeEnfieldClip.name
mw:leeenfieldclipbullets, item.mw_LeeEnfieldClipBullets.name
mw:m3a1greasegun, item.mw_M3A1GreaseGun.name
mw:springfieldaction, item.mw_SpringfieldAction.name
mw:kar98kaction, item.mw_Kar98Kaction.name
mw:gewehr98action, item.mw_Gewehr98Action.name
mw:stg44action, item.mw_STG44Action.name
mw:m1garandmag1, item.mw_M1GarandMag1.name
mw:m1garandmag2, item.mw_M1GarandMag2.name
mw:lugeraction1, item.mw_LugerAction1.name
mw:lugeraction2, item.mw_LugerAction2.name
mw:webleycylinder, item.mw_WebleyCylinder.name
mw:webleybullets, item.mw_WebleyBullets.name
mw:sksmag1, item.mw_SKSmag1.name
mw:sksmag2, item.mw_SKSmag2.name
mw:sksaction, item.mw_SKSaction.name
mw:bullet, item.mw_Bullet.name
mw:extraar, item.mw_ExtraAR.name
mw:dupletbarrels, item.mw_DupletBarrels.name
mw:svt40action, item.mw_SVT40action.name
mw:glocktop, item.mw_GlockTop.name
mw:p99slide, item.mw_P99Slide.name
mw:usg57slide, item.mw_USG57slide.name
mw:m6gslide, item.mw_M6Gslide.name
mw:magnumreticle, item.mw_MagnumReticle.name
mw:r700action, item.mw_R700action.name
mw:m1a1action, item.mw_M1A1action.name
mw:m1928action, item.mw_M1928action.name
mw:saiga12action, item.mw_Saiga12action.name
mw:mp18action, item.mw_MP18action.name
mw:ppsh41action, item.mw_PPSH41action.name
mw:type100action, item.mw_Type100action.name
mw:m1carbineaction, item.mw_M1CarbineAction.name
mw:m1carbinerearsight, item.mw_M1CarbineRearSight.name
mw:glock21slide, item.mw_Glock21Slide.name
mw:glock32slide, item.mw_Glock32Slide.name
mw:mp40action, item.mw_MP40action.name
mw:g18top, item.mw_G18Top.name
mw:m9top, item.mw_M9Top.name
mw:p38slide, item.mw_P38Slide.name
mw:m93rslide, item.mw_M93RSlide.name
mw:ak12ironsight, item.mw_AK12IronSight.name
mw:m9sdsuppressor, item.mw_M9SDsuppressor.name
mw:p2000top, item.mw_P2000Top.name
mw:deagletop, item.mw_DeagleTop.name
mw:deagle44top, item.mw_Deagle44Top.name
mw:ksgpump, item.mw_KSGPump.name
mw:l96action, item.mw_L96Action.name
mw:sv98action, item.mw_SV98Action.name
mw:interventionaction, item.mw_InterventionAction.name
mw:gunwerkshamraction, item.mw_GunwerksHAMRaction.name
mw:lp115bolt2, item.mw_LP115Bolt2.name
mw:mosinbolt, item.mw_MosinBolt.name
mw:mosinbolt2, item.mw_MosinBolt2.name
mw:revolvercase, item.mw_RevolverCase.name
mw:pythonchamber, item.mw_PythonChamber.name
mw:r870pump, item.mw_R870Pump.name
mw:m1873action, item.mw_M1873action.name
mw:m1897pump, item.mw_M1897pump.name
mw:supershortyaction, item.mw_SuperShortyAction.name
mw:mp43edoublebarrel, item.mw_MP43Edoublebarrel.name
mw:s686doublebarrel, item.mw_S686doublebarrel.name
